cc,system_type,ucs,uc_count,ge_pattern,status,total_terms,total_units,over_2_years,units_term_1,units_term_2,units_term_3,units_term_4,units_term_5,units_term_6,error
de_anza,quarter,UCB+UCI+UCM+UCSB+UCSC+UCSD,6,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCM+UCSC+UCSD,6,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCR+UCSB+UCSC+UCSD,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCM+UCR+UCSB+UCSD,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCM+UCR+UCSB+UCSC+UCSD,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCM+UCR+UCSB+UCSC+UCSD,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCM+UCR+UCSC+UCSD,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCM+UCSB+UCSC+UCSD,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCR+UCSB,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCD+UCI+UCLA+UCR+UCSB+UCSC,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCR+UCSB,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCI+UCLA+UCR+UCSB+UCSC,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCR+UCSB,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCI+UCLA+UCM+UCR+UCSB+UCSC,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCR+UCSC,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCR+UCSC,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCR+UCSC,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCSB+UCSC,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCSB,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCSB+UCSC,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCSB+UCSC,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCSC,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCLA+UCR+UCSB+UCSC,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCR+UCSB,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCLA+UCM+UCR+UCSB+UCSC,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCLA+UCM+UCR+UCSB+UCSC,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCR+UCSC,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCSB+UCSC,6,IGETC,success,5,84.5,False,17.5,18.5,18.5,20,10,0,
de_anza,quarter,UCB+UCD+UCI+UCR+UCSB+UCSC,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCM+UCR+UCSB,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCD+UCI+UCM+UCR+UCSB+UCSC,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCI+UCM+UCR+UCSB+UCSC,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCM+UCR+UCSC,6,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCM+UCSB+UCSC,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCM+UCR+UCSB+UCSC,6,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCR+UCSB+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCD+UCI+UCLA+UCR+UCSB+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCR+UCSB+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCI+UCLA+UCR+UCSB+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCR+UCSB+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCI+UCLA+UCM+UCR+UCSB+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCR+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCR+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCR+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCSB+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCSB+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCSB+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCSB+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCLA+UCR+UCSB+UCSC+UCSD,7,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCR+UCSB+UCSD,7,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCLA+UCM+UCR+UCSB+UCSC+UCSD,7,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCLA+UCM+UCR+UCSB+UCSC+UCSD,7,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCR+UCSC+UCSD,7,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCSB+UCSC+UCSD,7,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCI+UCR+UCSB+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCM+UCR+UCSB+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCD+UCI+UCM+UCR+UCSB+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCI+UCM+UCR+UCSB+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCM+UCR+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCM+UCSB+UCSC+UCSD,7,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCM+UCR+UCSB+UCSC+UCSD,7,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCR+UCSB+UCSC,7,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSB,7,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCR+UCSB+UCSC,7,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCR+UCSB+UCSC,7,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSC,7,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCSB+UCSC,7,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCR+UCSB+UCSC,7,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCI+UCM+UCR+UCSB+UCSC,7,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCR+UCSB+UCSC+UCSD,8,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSB+UCSD,8,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCR+UCSB+UCSC+UCSD,8,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCR+UCSB+UCSC+UCSD,8,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSC+UCSD,8,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCSB+UCSC+UCSD,8,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCR+UCSB+UCSC+UCSD,8,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCI+UCM+UCR+UCSB+UCSC+UCSD,8,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSB+UCSC,8,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSB+UCSC+UCSD,9,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
